feature,qc_mean_intensity,qc_cv_pct,qc_detection_rate,qc_order_spearman_rho,qc_order_spearman_abs,mz,rt,qc_log_sd,Dunn_mean_intensity,Dunn_std_intensity,Dunn_cv_pct,Dunn_log_sd,Dunn_detection_rate,French_mean_intensity,French_std_intensity,French_cv_pct,French_log_sd,French_detection_rate,LMU_mean_intensity,LMU_std_intensity,LMU_cv_pct,LMU_log_sd,LMU_detection_rate,bio_cv_pct_median,bio_cv_pct_max,bio_log_sd_median,bio_detection_rate_median,bio_detection_rate_min,d_ratio_cv,d_ratio_log,passes_qc_cv_30,passes_detection_70,passes_mz_500,passes_basic_part_b_screen
FT-000,1524.5693513985927,8.530528337272678,1.0,0.3411764705882353,0.3411764705882353,359.10876783781686,543.8463735187979,0.08451870572521981,1543.2935489654608,128.64018716478154,8.335432183398606,0.08617614694791607,1.0,1472.0055212348295,166.9040132261231,11.338545325978899,0.1261361644803657,1.0,1544.4403555611805,184.28286718565386,11.932015796019115,0.11770839865074315,1.0,11.338545325978899,11.932015796019115,0.11770839865074315,1.0,1.0,0.752347685882378,0.7180346236465108,True,True,False,False
FT-110,2824.110301241298,31.437435920601978,1.0,0.3029411764705882,0.3029411764705882,1397.397689304656,1341.878177208506,0.41928975365746235,3226.9030056594324,793.9168322069155,24.603058437595493,0.653333578222849,1.0,2825.3568334846327,355.54610274710154,12.58411321831485,0.12015801757686403,1.0,2853.9472494059855,850.404097986457,29.797470789393824,0.5732015101014872,1.0,24.603058437595493,29.797470789393824,0.5732015101014872,1.0,1.0,1.2777856866999509,0.7314875244889458,False,True,True,False
FT-089,2032.678384664808,13.301625436797986,1.0,0.2411764705882353,0.2411764705882353,1233.2816716646137,1299.4896330327,0.13177581132513067,2038.935859110151,319.7756490021742,15.683457994688135,0.1873448944478679,1.0,1983.580024250205,138.7781667026422,6.996348269594038,0.0712517773303911,1.0,1989.8190370672141,284.7717931253494,14.311441785433582,0.16815920930720862,1.0,14.311441785433582,15.683457994688135,0.16815920930720862,1.0,1.0,0.9294399289900055,0.783637196369011,True,True,True,True
FT-129,1529.806824541409,33.26936010392308,1.0,0.19117647058823528,0.19117647058823528,1559.499840726536,1455.3698325798234,0.7036175623451987,1580.0124985329428,414.2169681484252,26.216056425694717,0.8821270136321299,1.0,1245.1262767999995,271.9845321786604,21.843931595248826,0.28831624378471243,1.0,1441.4703111269619,576.420383123881,39.98836317851232,1.6950077756982698,0.9615384615384616,26.216056425694717,39.98836317851232,0.8821270136321299,1.0,0.9615384615384616,1.2690451822233386,0.7976374733702756,False,True,True,False
FT-029,1413.8118931456133,49.58436690973391,1.0,0.2735294117647059,0.2735294117647059,1845.2657451181792,1070.965956893128,1.1875027906214566,1912.9908286022826,519.9022828487539,27.177458201857558,1.4699981323903624,0.9629629629629629,1606.0663566414053,672.2163440268674,41.85483004778218,0.8995210806249635,1.0,1196.9346617921526,565.4339101388225,47.24016508070764,1.5047609597769982,1.0,41.85483004778218,47.24016508070764,1.4699981323903624,1.0,0.9629629629629629,1.184674907367383,0.8078260539627078,False,True,True,False
FT-177,68.19244081104604,43.36305199513545,1.0,-0.02941176470588235,0.02941176470588235,1372.9222666552944,1005.5678939773716,0.4683521472169243,113.29797193431698,37.17606873085299,32.812651538374695,0.40048695203871315,1.0,54.22832817998535,26.104196600017985,48.137564767583136,0.5783439672956243,1.0,443.87748219649313,992.9210675700135,223.69259703299682,1.5658557741777528,1.0,48.137564767583136,223.69259703299682,0.5783439672956243,1.0,1.0,0.9008152407480541,0.809815911812776,False,True,True,False
FT-174,37.48465694808375,118.22179845316255,0.9375,-0.02941176470588235,0.02941176470588235,1210.8304701216448,928.6948296247882,1.2200528355984501,17.294270130560477,53.96306590141231,312.0285822646825,1.4735517983913975,0.6296296296296297,97.2041630102426,23.251326409421583,23.920093223755806,0.23893785005894214,1.0,34.369061484985146,60.612707401265816,176.35834317950685,1.9123610988875155,0.6153846153846154,176.35834317950685,312.0285822646825,1.4735517983913975,0.6296296296296297,0.6153846153846154,0.6703499041881458,0.8279673893583657,False,False,True,False
FT-201,234.61268382121654,39.34274778372879,1.0,0.07647058823529412,0.07647058823529412,1560.0025678909035,1385.9591274494428,0.4638252031331135,256.7227117143957,89.50559819421989,34.8646980224309,0.602493039128482,1.0,285.294707984394,79.64861810960777,27.918014558463053,0.49728412872357386,1.0,202.688378516017,69.33342331347107,34.20690609944968,0.5549127688174665,1.0,34.20690609944968,34.8646980224309,0.5549127688174665,1.0,1.0,1.150140491202206,0.8358524604174039,False,True,True,False
FT-001,2225.536943568739,7.934346462965352,1.0,0.19705882352941176,0.19705882352941176,357.1095460532417,543.8391573306372,0.08011885102060602,2277.6606883506997,205.7698257154262,9.03426163378305,0.09159879360153064,1.0,2165.6732002234016,205.64987886871373,9.495886953188494,0.09585264717868175,1.0,2246.727268822069,259.64428574386557,11.556555588520265,0.11356100392812608,1.0,9.495886953188494,11.556555588520265,0.09585264717868175,1.0,1.0,0.8355561204634167,0.8358543387044294,True,True,False,False
FT-023,1768.6488499031534,16.057134870666506,1.0,-0.18823529411764706,0.18823529411764706,1373.9225103480585,980.4212867734888,0.16949745541484162,1770.0987940056827,323.50770533601474,18.276251383908697,0.19702871520909576,1.0,1824.9613909279733,227.3149329952592,12.455876279096074,0.12393431623332725,1.0,1699.825069969328,399.2304388201249,23.486560227478506,0.34105459582002046,1.0,18.276251383908697,23.486560227478506,0.19702871520909576,1.0,1.0,0.8785792301370942,0.8602677799272217,True,True,True,True
FT-161,2261.558763434563,13.66344624112812,1.0,0.18529411764705883,0.18529411764705883,1255.783773964013,1499.2176641397284,0.14218255586422554,2289.2257960955617,420.4224160972272,18.365266406410747,0.17124685018169145,1.0,2404.156180008782,392.6592100237592,16.332516717874995,0.1649602797032179,1.0,2394.185734845982,383.955309576996,16.03698927734593,0.15959729489675437,1.0,16.332516717874995,18.365266406410747,0.1649602797032179,1.0,1.0,0.8365793513117467,0.8619199489721281,True,True,True,True
FT-120,210.97358428737374,40.64542969256171,1.0,0.17058823529411765,0.17058823529411765,1558.9989797646351,1386.1476473421424,0.4397433390517312,226.62013438520964,70.09743849350485,30.93169046239863,0.5861250588574527,1.0,262.3696924081124,74.01826459612289,28.211438568517472,0.3982854134417971,1.0,178.50583687438555,61.17873568877857,34.27268080417449,0.4943201856234966,1.0,30.93169046239863,34.27268080417449,0.4943201856234966,1.0,1.0,1.314038420951204,0.8895921142630935,False,True,True,False
FT-158,994.754597744716,14.478321875755146,1.0,0.22058823529411767,0.22058823529411767,1256.286883804324,1499.1705919535325,0.14795445084755152,988.1466796263403,203.06819794960268,20.550410393160586,0.20066332385806415,1.0,1066.708522918447,175.02912508890694,16.408336610083357,0.1619257321850824,1.0,1052.9436143684175,179.121852018199,17.01153315086496,0.16591747582781363,1.0,17.01153315086496,20.550410393160586,0.16591747582781363,1.0,1.0,0.8510885966218152,0.8917351840688329,True,True,True,True
FT-018,2719.6012785888224,18.510310731634313,1.0,-0.2529411764705882,0.2529411764705882,1372.9191123009864,980.422438027575,0.19785258447284607,2700.190045656604,651.514564657568,24.12847072396119,0.5172835306293211,1.0,2803.7602110732228,356.7108877011631,12.722588982194784,0.1269841623967162,1.0,2635.671107355181,530.3400228677482,20.121631313852696,0.2202243373097747,1.0,20.121631313852696,24.12847072396119,0.2202243373097747,1.0,1.0,0.9199209767297012,0.8984138033506269,True,True,True,True
FT-003,3676.3871476726326,8.424932240247307,1.0,0.30882352941176466,0.30882352941176466,355.11192836605056,543.9952686842126,0.086255494335368,3754.799418625511,342.3949762286551,9.118861969835738,0.09314177101289434,1.0,3562.9456886580056,331.0780093462069,9.29225529314505,0.09169105643368913,1.0,3666.658107573661,404.4305103343743,11.02994875630764,0.10918896026293703,1.0,9.29225529314505,11.02994875630764,0.09314177101289434,1.0,1.0,0.9066617279082321,0.9260667195540762,True,True,False,False
FT-008,6149.202168356023,12.408062152601413,1.0,-0.4058823529411764,0.4058823529411764,1050.739663862885,753.4570032840134,0.1330881840911399,6348.454789613156,900.6797858404665,14.187385996889954,0.142508801305404,1.0,6503.969550720227,593.4426810086998,9.124315179842501,0.09088359385847672,1.0,6275.771036411887,895.731524807046,14.272852205888825,0.14999671819895888,1.0,14.187385996889954,14.272852205888825,0.142508801305404,1.0,1.0,0.8745840957115997,0.9338944884247871,True,True,True,True
FT-155,1087.7698336030307,15.070465441424748,1.0,-0.5205882352941177,0.5205882352941177,1266.2831822007336,1499.1248349190344,0.15367317570595554,1009.7221976645932,157.85608072607192,15.633614977582987,0.16427655675620917,1.0,1030.8070125145923,135.40441370882255,13.135767613620665,0.13873927886818127,1.0,997.7027006819925,143.62022611258183,14.395092447320067,0.1670527753153103,1.0,14.395092447320067,15.633614977582987,0.16427655675620917,1.0,1.0,1.0469168917515645,0.9354540826784595,True,True,True,True
FT-162,5599.462218843057,14.744459138824974,1.0,0.34411764705882353,0.34411764705882353,1254.277029107562,1499.404825285124,0.14844205420126563,5675.728669578604,1001.410407489035,17.64373291585457,0.1689536556037153,1.0,5946.051391582643,885.2658508452146,14.888298007286243,0.147637912164383,1.0,5860.709307745455,933.2510067407525,15.923857637971864,0.15771475922722505,1.0,15.923857637971864,17.64373291585457,0.15771475922722505,1.0,1.0,0.9259351266533237,0.9412058511746518,True,True,True,True
FT-010,29386.32026906297,10.751418725041763,1.0,-0.34705882352941175,0.34705882352941175,1048.7247997662084,753.8246143446223,0.11656653564503214,30190.928196631507,3678.606832378517,12.184477431167387,0.12371664392208248,1.0,30941.1819221988,2643.9503244453585,8.54508509433653,0.08503524911484345,1.0,30036.333138705257,3928.4577489313447,13.07901910259837,0.13622525254829182,1.0,12.184477431167387,13.07901910259837,0.12371664392208248,1.0,1.0,0.8823865271021045,0.9422057691643048,True,True,True,True
FT-009,15977.066281070063,11.69699933367453,1.0,-0.37941176470588234,0.37941176470588234,1049.7326640547776,753.5937523711316,0.1266850504934778,16370.722413751446,2183.5472823487676,13.338124165581005,0.13339529898969654,1.0,16811.464003479407,1526.2813382541226,9.078812755023796,0.08987310618708759,1.0,16213.887083644742,2212.4311029425867,13.64528500494066,0.1416506352360659,1.0,13.338124165581005,13.64528500494066,0.13339529898969654,1.0,1.0,0.8769598474618047,0.9496965144421091,True,True,True,True
FT-135,1396.4444657974168,16.141270650672233,1.0,0.4382352941176471,0.4382352941176471,1173.2301124568482,1442.9947789043065,0.17016235253786038,1353.0424658944398,300.116912251219,22.180893786864573,0.21770144849645434,1.0,1493.6667457121855,271.9953183197364,18.20990653373943,0.17904196581975698,1.0,1474.131702811324,253.0396811159103,17.165337441243345,0.17014557830789312,1.0,18.20990653373943,22.180893786864573,0.17904196581975698,1.0,1.0,0.8864005216482349,0.9504048492696077,True,True,True,True
FT-013,360.9056645045966,158.59027079124607,0.8125,-0.22713963131249046,0.22713963131249046,1210.8270502489595,899.7233926516836,2.4481833258212204,778.9589976906474,315.45496593421757,40.49699237950084,1.5237843342713742,0.9629629629629629,101.36601102941296,98.63154183149045,97.30238058087433,2.5292827236078073,0.6153846153846154,145.30308644944594,328.3710283470457,225.99040142295465,2.568833216885875,0.6153846153846154,97.30238058087433,225.99040142295465,2.5292827236078073,0.6153846153846154,0.6153846153846154,1.6298704085603681,0.9679358115921081,False,False,True,False
FT-028,421.65824465694675,55.976213472367114,1.0,0.44705882352941173,0.44705882352941173,1845.2675702568588,1057.465322843472,1.2444521687968584,639.3515506917423,184.40183354408424,28.84200927401707,0.8176455099697597,1.0,551.0747999842475,188.960670335931,34.28947764284131,1.2832490732732922,0.9615384615384616,397.5999126816215,186.54522403624006,46.91782319017165,1.3563873210393416,0.9615384615384616,34.28947764284131,46.91782319017165,1.2832490732732922,0.9615384615384616,0.9615384615384616,1.6324603732787801,0.9697666608264355,False,True,True,False
FT-007,1879.438143583619,13.630836118108505,1.0,-0.4823529411764706,0.4823529411764706,1051.7428230998376,753.1931299912063,0.14764398371761622,1963.1802174907298,294.8428732773366,15.018635102904344,0.15197890503924746,1.0,2017.0313766717788,186.8149816362389,9.261877816917984,0.09254345159414722,1.0,1919.6534459821257,276.64712691001125,14.411305722344801,0.15295658656666392,1.0,14.411305722344801,15.018635102904344,0.15197890503924746,1.0,1.0,0.9458432414610305,0.9714768222569324,True,True,True,True
FT-159,1213.416491655562,28.312238191900448,1.0,-0.8029411764705883,0.8029411764705883,1343.8406591266526,1551.4018781172863,0.29483822664550735,1004.2222939698863,301.79672512746885,30.052780837438654,0.5499986215498742,1.0,1047.5708897310249,202.59123229530567,19.339142990821667,0.20221278465125633,1.0,933.4698175111224,254.90342394134504,27.307087937881594,0.3032184463030614,1.0,27.307087937881594,30.052780837438654,0.3032184463030614,1.0,1.0,1.0368091338155638,0.9723624345427252,True,True,True,True
FT-231,1042.5955671103536,34.11507305832052,1.0,0.19705882352941176,0.19705882352941176,1617.0940780665944,1121.0916356070506,0.3707737124333627,1260.3037259310606,282.3095676834098,22.400121643284923,0.3780355970204668,1.0,1171.963990694181,294.9801738849736,25.169730147617432,0.3805126440747159,1.0,950.2162189586245,393.2469283170614,41.3849943277157,0.8416772641550445,1.0,25.169730147617432,41.3849943277157,0.3805126440747159,1.0,1.0,1.3554008270346853,0.9744057607729826,False,True,True,False
FT-134,95.52808774190564,45.21537246953128,1.0,0.01764705882352941,0.01764705882352941,1088.3568018363508,1473.517094540187,0.46499056970594455,91.33530349120332,27.506077509615835,30.11549363523492,0.2851151402910636,1.0,56.04936341605339,18.990768327578987,33.88221947609086,0.4707562270959803,1.0,101.8460806709039,35.528399390476544,34.884405130207966,0.6048213700750014,1.0,33.88221947609086,34.884405130207966,0.4707562270959803,1.0,1.0,1.3344867357770855,0.9877523502437702,False,True,True,False
FT-165,4330.35494209882,14.1802946889407,1.0,0.18235294117647058,0.18235294117647058,1255.2798171824015,1499.3447722912745,0.14365649327527252,4407.864743981796,796.825276951614,18.077353168323643,0.17119354698067868,1.0,4630.7623836912135,645.9876644050186,13.9499203560969,0.13782869291348906,1.0,4575.479196150883,657.9457366478869,14.379821401032334,0.14295637710856302,1.0,14.379821401032334,18.077353168323643,0.14295637710856302,1.0,1.0,0.9861245347541444,1.0048974112304052,True,True,True,True
FT-242,89.71860351470247,23.66593284612022,1.0,0.3411764705882353,0.3411764705882353,1083.0169631809986,1422.690822712629,0.2496713091730518,66.41583704481312,23.052806813847926,34.709803925671196,0.3865645976661263,1.0,74.1644410706666,20.72114526249264,27.93946123419008,0.24699782523747307,1.0,118.07059894448072,27.47207855016358,23.267501643725485,0.22880333136139072,1.0,27.93946123419008,34.709803925671196,0.24699782523747307,1.0,1.0,0.8470432785997943,1.0108239169029458,True,True,True,True
FT-011,941.284421070307,13.923371617206628,1.0,-0.31176470588235294,0.31176470588235294,1211.8279152595003,874.6133425350365,0.15007380306645424,966.1213739346884,142.41034481376695,14.740419646630667,0.14822032972032986,1.0,973.0838019527819,115.79495268750158,11.899792438752407,0.1177259174278969,1.0,914.5955915956824,142.09156456147008,15.535999283963841,0.15962846914797654,1.0,14.740419646630667,15.535999283963841,0.14822032972032986,1.0,1.0,0.9445709112080267,1.0125048524019722,True,True,True,True
FT-139,952.8259689204157,17.392485203411233,1.0,0.09411764705882353,0.09411764705882353,1174.234578749382,1443.187753176186,0.18538078359323285,937.8703448389373,210.2884714069699,22.42191285439175,0.20906683227050538,1.0,1015.3883019316761,186.65916917908572,18.383033251809685,0.18291288039617204,1.0,1022.9330490962743,184.24052239988814,18.011004978542655,0.1802488128117026,1.0,18.383033251809685,22.42191285439175,0.18291288039617204,1.0,1.0,0.9461161803479337,1.0134922329784297,True,True,True,True
FT-012,1649.2667877752604,13.164394734624388,1.0,-0.27058823529411763,0.27058823529411763,1210.8240555433492,874.6067099501091,0.13325238698074576,1685.3797272568602,222.50859199018427,13.202282452533195,0.13080888115053255,1.0,1711.1374552184586,208.71317901889782,12.19733566011222,0.12179730338781766,1.0,1659.9486327207628,246.1524069231582,14.828917116531404,0.15692962635530705,1.0,13.202282452533195,14.828917116531404,0.13080888115053255,1.0,1.0,0.9971302145636539,1.0186799688883608,True,True,True,True
FT-169,5079.026956656628,14.133081504178797,1.0,-0.26176470588235295,0.26176470588235295,1335.3236370967948,1551.257112257207,0.149029704617286,4867.651450721024,857.628083304824,17.618929621137667,0.17593323463777436,1.0,5161.863797230696,713.809238900211,13.828517507245436,0.13526319267580297,1.0,5028.46361191364,737.3696871364397,14.663916139105261,0.14608326807040997,1.0,14.663916139105261,17.618929621137667,0.14608326807040997,1.0,1.0,0.9637999406235793,1.0201695689437609,True,True,True,True
FT-186,69.87107009203004,29.940805838239186,1.0,0.06470588235294117,0.06470588235294117,931.6243046494036,1102.186769188893,0.2947319773666832,79.08902165136585,17.924290219155072,22.663436523677774,0.24374598405349432,1.0,303.63529508360534,525.693109301528,173.13307043464084,1.3586506177174884,1.0,69.20358692577742,18.98562056384173,27.434445824613523,0.2884858520977447,1.0,27.434445824613523,173.13307043464084,0.2884858520977447,1.0,1.0,1.091358142593754,1.0216514093274225,True,True,True,True
FT-160,6247.629484689547,15.618042252582018,1.0,0.3382352941176471,0.3382352941176471,1254.7781749513174,1499.4061441213764,0.15520092165763325,6330.268243369318,1145.0491190354082,18.088477059953938,0.1720377748311183,1.0,6638.670151488845,966.0078220657962,14.551224869172797,0.14304573766571196,1.0,6585.487282796269,987.4374043812518,14.994143363708316,0.15141053600789944,1.0,14.994143363708316,18.088477059953938,0.15141053600789944,1.0,1.0,1.041609505374197,1.0250338302054227,True,True,True,True
FT-200,118.20702815776716,32.93943226212099,1.0,0.3411764705882353,0.3411764705882353,1039.6606356714726,1386.5689310879638,0.3180027880431912,112.08920837006771,35.737109706901926,31.882738959948938,0.30571548885347327,1.0,132.16427975693648,30.004812585437374,22.702664169637416,0.2281400024537738,1.0,84.36630293131853,23.53272136508822,27.893507890521047,0.3063415606593952,1.0,27.893507890521047,31.882738959948938,0.30571548885347327,1.0,1.0,1.1808995982651103,1.0401919419778143,False,True,True,False
FT-170,5970.165276770475,15.335464947798307,1.0,-0.2647058823529412,0.2647058823529412,1335.8228921318928,1551.4213307481,0.15774179224805698,5671.299210429717,1427.1031630819377,25.163602027158877,0.5649406356678215,1.0,6153.13984052284,801.2089553315006,13.021140037399523,0.1287423968507694,1.0,5957.12164483998,900.2420365247706,15.112030443503773,0.15122501579813383,1.0,15.112030443503773,25.163602027158877,0.15122501579813383,1.0,1.0,1.014785207396838,1.0430932436378266,True,True,True,True
FT-002,1466.5399815071848,29.23708763368497,1.0,-0.4617647058823529,0.4617647058823529,889.6499309783783,609.0997423566134,0.35653278411646944,1439.636430766677,450.079252450003,31.263396982133454,0.43985395738291505,1.0,1606.1515481488566,344.3016937438306,21.436438805581563,0.21465792447493906,1.0,1593.6030149750613,493.28334676682425,30.953966711373457,0.3413215147327254,1.0,30.953966711373457,31.263396982133454,0.3413215147327254,1.0,1.0,0.94453444065191,1.0445658088551943,True,True,True,True
FT-163,1104.3794371121548,19.224971401205693,1.0,-0.24705882352941175,0.24705882352941175,1337.3318321701493,1551.0732220065731,0.2080320585726839,1079.683403511371,209.82167410839028,19.43362965717575,0.19624051980134938,1.0,1164.8620666957506,148.96093780322212,12.787860645661242,0.12566001736905047,1.0,1085.544693924251,240.08297041015055,22.116359810322418,0.3071777378640448,1.0,19.43362965717575,22.116359810322418,0.19624051980134938,1.0,1.0,0.9892630321946568,1.0600871766099624,True,True,True,True
FT-119,1461.413215491092,18.379504683930964,1.0,0.2735294117647059,0.2735294117647059,1173.7328914728205,1443.2962636993905,0.19051115498312932,1452.7842246307484,309.6817537912521,21.3164314796964,0.20259242657568635,1.0,1604.4312693890804,294.64690830418886,18.364570295141505,0.17960709114150072,1.0,1571.5174271553221,282.5367328618133,17.97859368147424,0.1780589395206016,1.0,18.364570295141505,21.3164314796964,0.17960709114150072,1.0,1.0,1.0008132174371327,1.0607106533062105,True,True,True,True
FT-006,15002.78195670832,27.68529672806163,1.0,-0.4735294117647058,0.4735294117647058,887.6403722304062,609.3874587233016,0.34573889989425116,14353.00281365266,4482.013535674623,31.2270093851811,0.4300291955618134,1.0,16234.006148135048,3248.81288554222,20.012391617305394,0.2028509278892641,1.0,16153.435788884508,4743.407375695724,29.36469638836683,0.32425750651606167,1.0,29.36469638836683,31.2270093851811,0.32425750651606167,1.0,1.0,0.942808887308281,1.066247944755368,True,True,True,True
FT-238,74.77722454767705,22.366020042548126,1.0,0.4941176470588235,0.4941176470588235,1083.34221048445,1423.037280138564,0.27951773450837586,60.38118484345158,16.487280292249793,27.305327537039645,0.2921114397875644,1.0,53.77688656031649,12.374878358330772,23.011518795256084,0.2619713772785836,1.0,93.97777325423417,22.833771100379494,24.296990990208123,0.2506508361585895,1.0,24.296990990208123,27.305327537039645,0.2619713772785836,1.0,1.0,0.9205263339629918,1.0669781462847876,True,True,True,True
FT-133,1439.6278977590514,23.857013794598302,1.0,-0.5235294117647059,0.5235294117647059,1088.3554957275571,1455.6188085752144,0.22385571033575027,1097.3934043636864,239.03633427878904,21.782191630483883,0.20921588092273716,1.0,928.0793216650783,169.53446132105458,18.26723830209801,0.1843039852101316,1.0,1659.7731732869022,357.42945752525014,21.534837607805233,0.21609546552606793,1.0,21.534837607805233,21.782191630483883,0.20921588092273716,1.0,1.0,1.107833466362031,1.0699747521480913,True,True,True,True
FT-005,31389.311688309157,24.858072651975814,1.0,-0.4382352941176471,0.4382352941176471,886.6324598613013,609.4612894305731,0.31046840140868154,30292.07643437917,8830.42094827246,29.150926538170932,0.4041830115391308,1.0,33741.45757326203,5823.609372125243,17.25950741600471,0.1775964155562451,1.0,33604.26137529538,8872.61190006485,26.40323440225254,0.2891473850239668,1.0,26.40323440225254,29.150926538170932,0.2891473850239668,1.0,1.0,0.9414783156208731,1.0737375383247802,True,True,True,True
FT-166,2406.167023633026,15.296797158994861,1.0,-0.011764705882352941,0.011764705882352941,1336.829587591733,1551.163342823527,0.15774771381286237,2365.3991751565654,420.01840403181177,17.7567663184803,0.1772971814166283,1.0,2476.4544542656777,312.97061794079127,12.637850754803962,0.12387761264885999,1.0,2403.2401571449404,357.6057644318012,14.880151006491102,0.146822983131908,1.0,14.880151006491102,17.7567663184803,0.146822983131908,1.0,1.0,1.0280001293214032,1.074407497027488,True,True,True,True
